user_id,name,time,rating,text,pics,resp,gmap_id
1.1182315034223008e+20,Azziza S,2017-05-17 15:31:12.380,5,Both budget priced and high quality cosmetics offered. Great place for all your skin care needs.,,,0x88892218e9cd6499:0x421281dcaf386e1d
1.0426294042472813e+20,Emily Nieters,2017-09-15 18:04:12.054,3,"SOMER IS THE BEST STYLIST THEY HAVE, OTHER STYLIST ARE EXTREMELY RUDE!!!",,,0x88892218e9cd6499:0x421281dcaf386e1d
1.0437263788144396e+20,Lauren Turner,2017-02-25 05:45:48.250,5,Very helpful staff.  Everyone seemed knowledgeable and pleasant.,,,0x88892218e9cd6499:0x421281dcaf386e1d
1.1439173830566786e+20,Kylie Jerkins,2017-03-30 04:43:22.686,5,Fantastic selection and great staff,,,0x88892218e9cd6499:0x421281dcaf386e1d
1.0902606940655511e+20,Elizabeth Gary,2016-12-11 23:22:34.248,5,Great products!,,,0x88892218e9cd6499:0x421281dcaf386e1d
1.04885886946366e+20,Nick King,2016-11-23 23:24:49.951,1,Employees are consistently rude/condescending.,,,0x88892218e9cd6499:0x421281dcaf386e1d
1.0682336922012762e+20,Kristina Billings,2015-05-07 21:46:01.669,5,GREAT,,,0x88892218e9cd6499:0x421281dcaf386e1d
1.1604336638850377e+20,Sheniqua Blyden,2015-10-11 01:07:13.767,3,"Build one closer to Oxford, AL.",,,0x88892218e9cd6499:0x421281dcaf386e1d
1.1506790155723217e+20,mbisme,2015-12-19 01:08:12.290,4,,,,0x88892218e9cd6499:0x421281dcaf386e1d
1.0949772613261073e+20,Amanda Etheridge,2018-01-28 14:28:54.367,4,,,,0x88892218e9cd6499:0x421281dcaf386e1d
1.000373699352377e+20,Consuela Colburn,2021-05-31 23:29:40.552,5,They are always helpful. Always have what ever I need in store.  Yes I would shop more if they were not so pricey but the people are great friendly in all departments.,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1345489993342693e+20,Madison Anderson,2021-02-25 19:56:34.939,1,"Manager and Associate held me up at checkout saying I couldn’t use my coupon. They said it excluded the brand I was purchasing... however, the fine print didn’t exclude it. Then they said I didn’t even have the right status to be getting that coupon... They also said I needed to buy more to get the coupon to work which was not true. After being told no more than 3 times, they finally scanned it (something they should’ve done from the get-go) and it worked. Manager was not nice and actually seemed upset when it worked. The whole ordeal was embarrassing and took up time, which was not necessary. They need to listen to their customers and not be so proud when wrong.",,"{'text': 'We are sad to hear that you had a negative experience at our Tuscaloosa store. We appreciate you bringing this to our attention as we are always wanting to create a better shopping experience for you. This feedback will be shared to ensure better visits in the future. Thank you.', 'time': 1614324129058.0}",0x8888a833c3af13fd:0x343c3567897354e5
1.0119939925492117e+20,Pam Partridge,2021-02-24 18:55:35.160,5,The staff is always friendly and eager to help you find what you are looking for.,,,0x8888a833c3af13fd:0x343c3567897354e5
1.042691360126089e+20,Sweet Home Alamanda,2020-08-13 03:45:28.885,5,"You ladies and men that work at Ulta in Tuscaloosa have ALWAYS treated me so well and have helped me any time I needed it. I wanted to leave a new review bc I have been particularly impressed at how great you ALL have performed during these difficult days we are in, due to Covid-19. Shopping in-store, I do feel safe as is possible, so I do appreciate y'all for putting in so much extra work and effort- IT SHOWS! THANK YOU for being there when many other stores didn't even try to open in the beginning of the ""reopen stage."" (and YES, I understand why some did not- no issue with that)
Playing around with makeup is an outlet for me because I'm already stuck in the house 95% of the time anyway, due to an illness. So I am EXTREMELY APPRECIATIVE that you all have chosen to come (back) to work. The curbside pick-up option has been such a great thing to do. You all have been so nice and friendly to me and I wish you the very best and PLEASE CONTINUE TO STAY SAFE and take care of yourselves! THANKS AGAIN! -Amanda",,,0x8888a833c3af13fd:0x343c3567897354e5
1.0747484301397133e+20,Kristen Smith,2019-08-19 20:35:13.194,5,Staff was extremely helpful. I wish I remembered the name of who helped me. He went in the back to make sure they were out of stock and I complimented his makeup. Very nice person. Will definitely be going again!!,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1131223421431141e+20,General Rage,2021-02-24 19:49:05.436,4,Very helpful and friendly,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0338353852270826e+20,Caine Chaffin (Lysergic Casserole),2020-02-18 09:13:35.580,2,"Used to be a great place to shop for men's grooming supplies. Now, instead of an actual men's section where you can go to pick out what you want and only have to hunt an associate if you can't find what you need, everything is scattered all over the store, seemingly to hide that they've removed over half their men's care products. Out of the 5 or 6 products I would regularly buy in there, they now carry zero. If you're an introvert that just likes to be able to grab what you need and leave, this is definitely no longer the store for you. The layout now seems to be set up to force you to ask for help. At least I still have Amazon. Millennials aren't killing stores, poor layout design and poor customer experiences are. This shop is dead proof of that.",,,0x8888a833c3af13fd:0x343c3567897354e5
1.0146656499527757e+20,Christie Watson,2021-01-28 13:22:42.730,3,Store is very hard to maneuver around in.,,"{'text': ""Hi Christie, We always want our guests to feel comfortable when they shop with us, so we're sorry to hear this about your visit. We truly appreciate your feedback and will use it to improve service in the future."", 'time': 1615960197943.0}",0x8888a833c3af13fd:0x343c3567897354e5
1.0698729087699208e+20,California21,2020-01-26 17:56:46.621,1,"I went in last night to choose some makeup pallets and upon entering the store there were 3 employee standing on the floor. Not one of them greeted me said ""Hello welcome to Ulta"" or asked if I needed help or anything they all were very smug and continued there conversations. This location has to be the most dirty Ulta that I have ever been in. ALL testers were filthy and not wiped down, the inside and outside of the pallets are just nasty smashed ,crushed and messed over. The outside of the pallets have all kinds of mess on them obviously they dont maintain them. Also a lot of the pallets were not even properly attached to the display  barley touching it it fell off... touch the pallet next to it.. they both fall off.. especially in the Tart cosmetics section it was a mess. All of the lip sticks were smashed and running down the jar it did not look sanitary or properly maintained. If you did take a sample or a swotch of a color there were no wipes to clean your hands ex.. the clean up sections were not properly stocked. The isles were unorganized and had products on the floor in the hair care area. Make up storage boxed that are $60 + strung out on the floor with brushes and what not. The entire time I was in the store not one employee greeted or asked if I needed help finding anything they were very unwelcoming and uninviting and had a dont bother me vibe.  I will not be returning to this location of Ulta beauty.  I go to the location in River chase and theres is perfect friendly, clean and welcoming so I know what to expect from the franchise.  Midtown village location is not hitting the mark. Also the store needs a good airing out because the perfume testing smells were so over powering it hit me like a truck the second I entered the store. It was distracting and over whelming how it felt stuffy as if there is no air circulation in the store and smelled of stale perfume samples all mixed together with thick air. Which the other Ulta locations I have visited do not have this problem. The store did  not have a clean sleek environment that Ulta is known for. Non of the products were properly fronted on the shelf for easy and clear access. I had to keep checking to make sure the correct pallet was sitting in the proper spot and most of the time they were not. Everything was jumbled around not in its proper place not properly fronted for easy viewing. At the end of it all the store was such a mess I just left. Will not return to this Ulta.",,"{'text': ""We're sorry to hear that you were disappointed by your visit with us. We're always looking to improve our services, so we appreciate your honest feedback. Please email us at gethelp@ulta.com with more details so we can connect with you further about your concerns."", 'time': 1580218670845.0}",0x8888a833c3af13fd:0x343c3567897354e5
1.0507078113744337e+20,Raychelle Ivie,2019-09-08 20:24:12.094,1,"Went in to look for 3 things. And of this three things they had 1. There items were ulta beauty items so nothing that should have been hard to find. Instead of the employee trying to help me find the item she asked me if I needed help but in a confrontational way, like the thought I was stealing. I was taken back by the attitude so I told her no, that they did not seem to have what I needed. As I kept looking through the store she purposely inserted herself in my way, walking in between me and the item I was looking at, talking to someone standing on the other side of me. I left without buying anything since I felt so berated by the employee.i might never go back. *Note went to saphora after and was helped by a great employee and got everything I needed. I will not go back to Ulta for sure now.",,"{'text': 'Hi Raychelle! We are sad to hear that you had a negative experience at our Tuscaloosa store. We appreciate you bringing this to our attention as we are always wanting to create a better shopping experience for you. This feedback will be shared to ensure better visits in the future. Thank you.', 'time': 1568137135849.0}",0x8888a833c3af13fd:0x343c3567897354e5
1.0363034449866703e+20,Melody Kernan,2020-08-19 18:30:08.800,5,Sara is always super kind and professional!!,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1561026185657645e+20,Kenitra Coleman,2020-12-23 03:47:49.851,5,😀,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0010490114866923e+20,Gwendolyn Greyer,2019-09-11 18:03:42.545,5,"Love this place, I could walk around in there for hours!!",,,0x8888a833c3af13fd:0x343c3567897354e5
1.1801318485964476e+20,David Battles,2019-11-26 22:21:04.542,5,The ultimate hair experience!,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1347038429324457e+20,Alexis Dragon,2019-06-16 12:53:51.067,5,Smell so good !!! Thanks Miss Cat,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1842132323324002e+20,Brian etc,2019-01-06 21:19:59.009,4,Great place to shop a constant variety of supplies you can choose from,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0426823821914744e+20,Julie Tompkins,2018-08-27 00:44:19.770,5,"Great store, well stocked and has great knowledgeable staff.",,,0x8888a833c3af13fd:0x343c3567897354e5
1.0525444677186773e+20,Kayla K,2018-03-04 10:52:38.266,5,Super helpful beauty techs as soon as you walk through the door!,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1263586783358866e+20,Bad News Gary Brown,2019-01-04 01:44:06.283,5,High quality perfumes and things .,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0784601306216746e+20,Steven Hodo,2013-02-15 16:47:27.200,2,"I am very upset with Ulta.  After standing in one of their very long lines, they offered me a months subscription to Glamour and Allure magazine.  I signed up and received a magazine for each.  After said month I had a charge on my account for Glamour magazine where they had automatically debited my account.  I called Glamour who refunded my amount and stopped the subscription.  I told them I had never given them my credit card, and how did they have my card number.  The rep advised me when I signed up for my free month that Ulta transferred my credit card number over (which they failed to clarify) and it was something I authorized when signing up.
Very dissatisfied with Ulta!!",,,0x8888a833c3af13fd:0x343c3567897354e5
1.007304973209752e+20,Jordan Lagrone,2018-12-16 01:47:11.949,5,Got some great makeup half off!!,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0931842436717502e+20,Rene' Howell,2019-02-25 23:04:27.905,5,Great selection and plenty of products to sample,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1430932297770064e+20,Meredith Hawkins,2011-02-28 08:43:13.923,1,"Drugstore makeup with a few pricier brands including Benefit, Tarte, Amazing Cosmetics, Cargo, Smashbox, Stila, Too Faced, Lorac and Urban Decay. Also has hair products, toiletries and fragrances. Hard to sample things. Overall disappointing.",,,0x8888a833c3af13fd:0x343c3567897354e5
1.1222380968031861e+20,Denise Lowe,2020-02-15 22:49:08.010,5,My favorite place,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0045779162880639e+20,S. Thompson,2018-06-11 21:11:04.785,2,Not too polite their not consistent with the hospitality they speak to some and ignore the others,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1328094384337945e+20,Delilah Antionette,2017-02-25 17:59:24.432,2,The worse ulta I've ever been to. The sales associates have terrible eyebrows.,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1159313947873244e+20,Tracy Tondola,2019-05-06 01:58:53.479,5,Awesome!,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1160838229676484e+20,Kimberly Anne Latham,2018-06-11 20:35:02.366,4,Great products great staff,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0466418548451738e+20,Lisa Bailey,2018-04-18 21:10:43.213,1,I shop at a lot of Ulta stores. The Tuscaloosa store is dirty and the staff are selective in who they help.,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0828379903628662e+20,Austin Jordan,2018-12-03 03:46:18.360,5,Beautiful workers,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1122770184244788e+20,David Vaught,2017-06-25 03:06:20.767,1,Rude management.,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0439349051728103e+20,Ryan Kirkley,2018-04-29 04:30:30.000,5,Love this store.,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1271935175458421e+20,Jeff Jones,2017-11-05 22:47:08.561,5,Great products,,,0x8888a833c3af13fd:0x343c3567897354e5
1.114315238594231e+20,Happy Lady,2017-01-20 07:11:11.507,1,Service is not good.,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0958690747744269e+20,callie wallace,2018-12-13 03:47:58.929,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0154817496299336e+20,Melissa Frazier,2019-05-18 21:03:27.989,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0864400628387352e+20,Christy,2019-07-04 17:53:44.669,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0362921848633493e+20,Polly Oneal,2018-12-15 01:25:02.186,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0380788500562172e+20,Sarah Gray,2018-09-03 20:59:20.295,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1315924863493518e+20,Gseila Jackson,2019-06-12 11:16:37.556,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0315907923130499e+20,Heather Callahan,2019-08-26 14:03:40.559,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1344745643501686e+20,Bead Beaud,2019-01-18 20:21:10.933,4,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1648343188665663e+20,Angela Matthews,2018-12-23 05:23:41.783,4,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.135459751907344e+20,Tara King,2018-04-26 22:48:33.739,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0325226331052437e+20,Jasmine White,2019-04-14 10:38:03.401,4,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0314915982856921e+20,Aisha Brown,2020-02-09 23:06:54.832,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0156958400563554e+20,Judy Craig,2019-01-02 16:59:15.445,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1741891146847419e+20,Katie Bryant,2020-08-18 02:16:03.288,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1669666874311511e+20,Rachel Miller,2019-01-07 14:51:53.015,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.175713945090537e+20,Jessica Ledlow,2020-02-24 04:39:31.344,4,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0112768792203846e+20,April Abrams,2018-06-02 14:43:22.484,4,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.00406355701808e+20,Rachel Harrelson,2019-08-28 17:01:52.687,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0198762042401438e+20,Greg Turner,2018-11-21 00:23:24.040,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0297016635206882e+20,Christopher Blossom,2019-06-11 04:50:25.838,3,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1823282412673899e+20,Andrew A,2019-04-03 15:27:22.234,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1448227427854605e+20,maxine robertson,2018-10-18 19:18:51.698,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1445458576081224e+20,Donovan Gee,2019-01-04 15:29:05.983,3,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0715529823472727e+20,MakeupForMermaids 2019,2018-10-10 14:45:21.245,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1090401186565027e+20,Tonia Washington,2018-10-19 00:25:54.076,3,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1691444828410226e+20,Carol Agomo,2020-11-06 18:57:37.101,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0893381618217345e+20,Jill Ban,2018-07-20 16:08:59.860,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.112599393266817e+20,Loretta Felts,2019-02-12 22:33:21.976,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.177176337153698e+20,Salome Morgan,2020-03-09 21:20:19.917,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1837309452868847e+20,Antoinette Collinson,2021-05-09 18:50:43.412,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1429287005568159e+20,Rebecca,2019-06-01 21:20:05.012,2,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1415754392230412e+20,Twila Sterling,2019-04-13 15:41:48.771,4,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0101747660548586e+20,Kat Armer,2019-06-15 23:10:28.345,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1597269770340732e+20,Callie Rhodes Outlaw,2017-03-04 15:50:43.209,4,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.126044674197071e+20,Liz Melton,2020-01-07 17:42:30.550,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0162496701984255e+20,Nicole Marie,2017-10-09 14:55:15.427,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0185798343977555e+20,Kimidewolf,2020-06-12 22:46:15.598,2,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0985882675051158e+20,Andrea Howell,2019-11-08 00:04:17.732,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0557404721945266e+20,Shutoria Minniefield (Tori),2021-05-30 22:06:13.259,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1671254721831525e+20,Fabi Beni,2018-05-19 13:15:32.520,3,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0745952860603638e+20,Kathy Pruett,2020-09-17 16:59:33.218,4,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.159143244590476e+20,Gee_ Gee,2021-01-03 22:12:10.129,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0951272153648914e+20,Rebecca Crumrine,2021-05-06 11:58:25.931,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1205299711652012e+20,Kimberly Reidenbach,2020-02-23 15:03:56.085,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0433695652442443e+20,Kathy Clark,2018-05-01 23:57:18.434,4,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.178892150153613e+20,LMisty Howard,2019-03-30 13:47:47.846,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0180182918669568e+20,Melissa Alexander Mays,2016-06-03 02:46:25.648,4,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1598114034752251e+20,V Mo (vmosmoothe),2020-11-16 20:14:17.531,4,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.0498450974489053e+20,Latoyia Duke,2019-12-02 20:27:22.643,5,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1737831229224996e+20,Victoria Lockettt,2018-09-20 01:05:58.772,3,,,,0x8888a833c3af13fd:0x343c3567897354e5
1.1161132925484435e+20,Step East,2020-08-07 11:24:41.070,4,"This location has plenty (I counted five + one manager) of employees standing front and center, waiting on customers to walk through Ulta's front doors so they can descend upon them, selling them the best cosmetics, hair and skincare products, tools, etc to make them even more beautiful. The manager is very nice and helpful as well. The store is well stocked and clean with a nice vibe. I found the Bare Minerals items I needed and everyone was super helpful!","[{'url': array(['https://lh5.googleusercontent.com/p/AF1QipNZNbtuWGSuRwxN0zRzoXyoe-vnxwN37RxWr7Oo=w150-h150-k-no-p'],
       dtype=object)}                                                                                                ]",,0x888925f3a96abce1:0x4be2f1d433222891
1.0433235705291361e+20,Laquisha Grace,2021-03-14 04:23:29.000,5,I can always find my beauty needs in this store and this location is always clean and organized.,,,0x888925f3a96abce1:0x4be2f1d433222891
1.111080559589259e+20,Valerie Williams,2021-03-30 19:16:14.985,5,Excellent customer service.They are all super friendly and helpful.I love the online pick up as well.They have your order ready and waiting for you.,,,0x888925f3a96abce1:0x4be2f1d433222891
1.1125209369881833e+20,Watts Lakeshia,2020-01-13 23:57:58.576,5,"Salon Manager Lakita oversees a staff that is attentive, competent, and professional. The high-end service is well worth the high-end prices.","[{'url': array(['https://lh5.googleusercontent.com/p/AF1QipOAf5fyC-d_ffaTVGfrpkfvb7RTRKikl7VPrpMK=w150-h150-k-no-p'],
       dtype=object)}                                                                                                ]",,0x888925f3a96abce1:0x4be2f1d433222891
1.0753802781448251e+20,Dominick Rintrona,2021-03-27 08:02:56.105,5,I hear women love it there! Lol,,,0x888925f3a96abce1:0x4be2f1d433222891
1.099760592353394e+20,Leslie Hahn,2020-10-10 23:33:24.154,5,"I absolutely love this place! They always have the best makeup, the best customer service, and people who are willing to go above and beyond to help you get what you need! I couldn't recommend a better place!",,,0x888925f3a96abce1:0x4be2f1d433222891
1.0910392770173418e+20,Bibby King,2020-10-28 01:34:37.230,5,Great selection of merchandise.  Excellent customer service!,,,0x888925f3a96abce1:0x4be2f1d433222891
1.090167340024633e+20,Kimeisha Crum,2020-06-13 16:10:40.289,4,Since they have the new management the store has really turned around. Customer Service is much better and the manager is really kind and helpful. Items also stay stocked more frequently.,,,0x888925f3a96abce1:0x4be2f1d433222891
1.0436870965153704e+20,Meschelle Johnson,2019-12-27 19:56:43.015,1,I entered the store thinking one of three Sales reps on the floor would at least say good morning but none of them after looking right at me said anything. It took the Salon rep who saw me and ask if I needed any help. I was so impressed with her that I immediately told her supervisor which was the Salon Manager this young lady knew the true meaning of customer service.  Hats off to the Salon at the Alabaster Ultra Beauty. I hope this rubs off on the three Sales Floor reps who are apparently there for just a paycheck.,,"{'text': ""Thank you for sharing this, Meschelle. We're very sorry to hear that our store team wasn't able to assist you. Please know it's always our goal to make sure all of our guests feel welcomed and appreciated in our store. We are grateful for you sharing this with us so we can improve for the future!"", 'time': 1579183859749.0}",0x888925f3a96abce1:0x4be2f1d433222891
1.0023831108174819e+20,Erica Blanchard,2020-06-17 22:09:36.072,1,"If I could give negative stars, I would. I have been to several ulta salons in the past, absolutely great experiences. Hands down some of the best haircuts I have ever had. Today, I had to come to this ulta for my haircut. Worst mistake. I did not receive the hair cut I had asked for by no means. She cut wayyyyy too much length off and layered my hair in places that has not been layered in over 10 years. My hair is uneven in the back and extremely choppy. Beyond frustrated is an understatement. Currently on hold with customer service to see how they will fix this....",,"{'text': ""We want all of our guests to have great experiences in our salon, Erica, so we're very sorry to hear about your visit. We'd like to hear more about this and ask that you email us directly at gethelp@ulta.com with your appointment details so we can look into this further. Your feedback is appreciated and will be used to improve our services going forward. Thank you."", 'time': 1592578028834.0}",0x888925f3a96abce1:0x4be2f1d433222891
1.1515505092569163e+20,music,2021-01-23 20:34:57.656,5,Helpful and knowledgeable staff.,,,0x888925f3a96abce1:0x4be2f1d433222891
1.1449247337930367e+20,Amy Weiss,2021-04-12 07:57:54.457,3,They were out of so many products!!!,,,0x888925f3a96abce1:0x4be2f1d433222891
1.0432197405977354e+20,Jaime Anderson,2018-12-19 04:58:31.066,5,Went in looking for a nice set for my daughter. She has some skin sensitivities which makes it a bit harder . I had a few questions which were easily answered by a super sweet young lady who worked there. She helped us not only find good products but also helped us search for just the right colors. At check out the young man was very night making sure we had everything we might need to completely the newly assembled set.  Without question I will be returning and bringing my daughter to expand her make up collection.,,,0x888925f3a96abce1:0x4be2f1d433222891
1.0650720855175363e+20,Mary Costlow,2019-04-16 19:02:40.337,4,Employees were very friendly.   Store was clean and well stocked for the sale.  Had my brows done for the first time here and Erin was a pleasure explaining each procedure as she went along.,,,0x888925f3a96abce1:0x4be2f1d433222891
1.1012476427223631e+20,Royal Tiger,2019-12-29 04:22:14.723,4,Nice store. Good variety and friendly staff.,,,0x888925f3a96abce1:0x4be2f1d433222891
1.1322618517948701e+20,Gloria Brown,2020-12-04 22:13:54.037,5,Super helpful!,,,0x888925f3a96abce1:0x4be2f1d433222891
1.1493835042215141e+20,Cynthia Mosley,2019-04-25 21:48:18.081,4,Loved the friendly customer support.  Had only part of what I needed.  Luxury skin care items were not available at this location.,,,0x888925f3a96abce1:0x4be2f1d433222891
1.0941551063657005e+20,Melanie L,2019-07-13 05:08:17.280,4,"Went in, found what I needed easily, staff was helpful when I had a question. Store was clean, well lit, and while packed with a plethora of products pretty well laid out.",,,0x888925f3a96abce1:0x4be2f1d433222891
1.1321245027641745e+20,Rea Smith,2018-12-01 00:00:24.519,5,"I have always enjoyed my shopping experience at the Ulta in alabaster. I will say ,today topped my experience there. I was in need of a make over. Erin mahaffey was the Ulta associate that helped make that happen.  She helped me find the best makeup (coverage and color), also helped walk me thru the steps to get the look. I will definitely be back for more  direction on any beauty care I may want in the future.",,,0x888925f3a96abce1:0x4be2f1d433222891
1.0905604109159745e+20,Diamond,2018-12-31 23:47:02.567,1,"This ultra is horrible! I visited this alabaster location 3 times. First two times I didn’t buy anything and I felt like I was being watched. It’s so frustrating, I don’t have to steal anything! The third time I went back without my purse ,because I  wanted to shop in peace !  No one asked if I needed help or spoke to me.",,,0x888925f3a96abce1:0x4be2f1d433222891
1.0361024850436414e+20,Jaclyn Cox,2018-11-18 02:40:49.418,5,I love this store! Everyone is super friendly and helpful and I can usually always find what I need. Erin at the brow bar is fantastic!,,,0x888925f3a96abce1:0x4be2f1d433222891
1.048774100538216e+20,Susie Smith,2018-06-26 18:15:57.414,5,I love this store!  I went in with my daughter and niece.  We all found what we wanted and went to the checkout . The cashier was awesome.  Haliegh made sure we all got our rewards points and was very nice.,,,0x888925f3a96abce1:0x4be2f1d433222891
1.1831583957973092e+20,Beth C,2019-03-14 19:40:30.459,5,"I love this store. Always clean, easy to find what I need, and the employees honestly want everyone to have a good experience and put their best selves forward.",,,0x888925f3a96abce1:0x4be2f1d433222891
1.1209623759650736e+20,Patti Griffith,2019-04-21 02:32:54.167,1,"Too expensive. Service lacked alot, I worked in retail and I always put my customer first. Not one employee ask if they help.",,"{'text': 'Thank you for sharing your experience regarding this visit, Patti. We appreciate the feedback as this will help us to improve and create a memorable experience in the future.', 'time': 1556109021112.0}",0x888925f3a96abce1:0x4be2f1d433222891
1.1338376985294342e+20,Dragon RyderZX14r,2019-02-07 16:02:28.069,3,Did a really great job on my wife's blonde highlights but costs so much more than other places close by,,,0x888925f3a96abce1:0x4be2f1d433222891
1.0636568319604056e+20,Robyn Nichols,2019-03-10 23:15:52.917,5,Got my eyebrows tinted. Great job and friendly service.,,,0x888925f3a96abce1:0x4be2f1d433222891
1.0949772613261073e+20,Amanda Etheridge,2018-01-28 14:31:03.295,3,"I absolutely love the convenient location and the wide selection of products, and the staff are friendly. However, I had my hair cut at their salon by the salon manager not long after it opened and I absolutely hated the cut, it was not at all what I wanted, and I hated the way she styled it. It didn't look anything like the picture I brought in. For the price I paid I feel I should have gotten a much better cut, it was terribly disappointing. I do shop here frequently for beauty products, but I will never get my hair done at the salon again.",,,0x888925f3a96abce1:0x4be2f1d433222891
1.1267273855713585e+20,M Adams,2018-08-05 23:48:15.175,5,Morgan in the salon is great! Terrific cut and very sweet. LOVE IT!,,,0x888925f3a96abce1:0x4be2f1d433222891
1.1218101294011852e+20,John Galliera,2021-04-03 21:41:08.376,3,Never been,,,0x888925f3a96abce1:0x4be2f1d433222891
