user_id,business_id,stars,text,year,state,state_name,latitude,longitude,source,month
dKN5pfsZYMyNXw6QekuYrg,idP674ti6a8yg8z2xFcCgA,1.0,"I recently bought $50 worth of hair products I was specifically looking for.  While I looked three salespeople were in a conversation a few aisles away.  When I was walking toward the cashier, one asked if I needed any help.  Yes about ten minutes ago!  The first thing the cashier asked me was, ""What's your phone number?""  Really?  No ""hello"", have you found everything you were looking for?""  I responded it was unlisted. She looked panicked and told me it didn't go anywhere.  Then why ask?  She then asked me if I had a daughter?  I could give her phone number.  OMG, totally inappropriate question.  Besides if I'm not giving you my phone number why would I give you my daughter's she assumed I had?  I told her I don't give out personal information.  

I most likely will continue shopping there, but please stop this policy of asking customers for their phone numbers!!",2017,AZ,Arizona,39.9871886,-75.4032012,Y,9
OxPwTirxr6jsthULWBAuZg,idP674ti6a8yg8z2xFcCgA,1.0,"Based on other reviews I see I am not the only one who received horrible service. Walked in and there were two ladies at the front counter, both of them made eye contact and neither one of them acknowledged me. I walked around the store for 10 minutes up and down aisles looking for a particular product, as another sales associate joined the two upfront. I still wasn't greeted nor asked if I need help. I was quickly reminded of why I stopped shopping at Ulta. Back to Sephora I go. I refuse to put money into a business whose sales associates cannot even help me let alone say hello.",2018,AZ,Arizona,39.9871886,-75.4032012,Y,6
nAURZM3uxMR1pVpKIav-Iw,idP674ti6a8yg8z2xFcCgA,1.0,"I specifically came to this store because it was advertised online they started carrying a particular deodorant that I wanted to try. I walked around the beauty/skincare section roughly for 15 minutes looking for it. Not once was I offered any help and the store was not busy. Two employees held a quick convo in the aisle I was in and still neither one offered help. Having years of work experience in retail, I was disappointed in their workers in a brand new store; typically they have the best employees from other nearby locations open the store and set the standard.
Nonetheless, I will not return to this store due to their poor customer service.",2017,AZ,Arizona,39.9871886,-75.4032012,Y,1
qYsHVItNC1_WnJGBIx5kXA,idP674ti6a8yg8z2xFcCgA,5.0,"Received a great haircut from Jess.

I needed a quick appt for a work thing, after calling around to a few salons Ulta was the only salon that I could find that was open on Sunday & could schedule me with less than 24 hour notice.

Jess was awesome, she did my hair exactly like I asked & didn't try to talk me out of anything (every stylist I go to try to talk me out of the cut that I want, and I've had the same haircut for 15+ years). I brought in pictures to show how I wanted my bangs & she cut them exactly the way the picture look.

I love the cute. It is easy to style. Looks super clean (especially for long hair). I've had the cut for almost 2 weeks & have received many compliments.",2017,AZ,Arizona,39.9871886,-75.4032012,Y,2
JpE6JdtbkOqXUElu2q28Og,idP674ti6a8yg8z2xFcCgA,1.0,Agree with the other reviews that are unhappy with this location.. I am about to replace all my makeup .. lucky to have several gift cards to help.. this location is so close . I went in Thursday to start looking around .. I was basically ignored and even spent 15 minutes browsing. There was a sales person with a white coat on and was too busy to bothered as she was stocking makeup in the front of the store .. left and decided to come back the next day. a Friday .. even took a ulta bag  from the lobby to show I was getting a few items .. this time at least she yelled to me welcome to ulta but that was it ..it was the same sales clerk and was too busy to come up to me because she was too busy stocking the same exact spot as the day before .. after 10' minutes I left .. with several other ultras are close this one won't get my money,2018,AZ,Arizona,39.9871886,-75.4032012,Y,3
yBHW9EejkaJiUPfs7uyZyw,idP674ti6a8yg8z2xFcCgA,1.0,"The store is aesthetically well-kept, only because that's all the employees seem to occupy themselves with probably. I felt uncomfortable asking an employee to put on one of the new Tarte bronzers because the two women occupying the Clinique area were way too busy chatting. I literally walked around the same 3 aisles with the sample palette in my hand trying to be patient until I finally said forget it. They don't seem to care about customer service, they lack every sense of retail etiquette. Only when you leave you get a, ""have a nice day."" 

Also, the woman of color with long braids nearly hit my car after she got off her shift when she cut me off abruptly at a red light. This Ulta location is an awful experience both inside and out. Needless to say, I'll only be going to the one in Springfield Mall from now on.",2017,AZ,Arizona,39.9871886,-75.4032012,Y,11
YRVViSU_owudV3stN4Sh0Q,idP674ti6a8yg8z2xFcCgA,4.0,I stopped by this new location recently and had an overall great experience. The store was clean and the staff members were helpful. I was immediately greeted as soon as I walked in and the staff made sure I was helped but didn't follow me around as I was browsing. I will be coming again soon! It's very conveniently located in a shopping center right by Whole Foods.,2017,AZ,Arizona,39.9871886,-75.4032012,Y,6
siLfYyVsC-PDZuXR5Y_PGQ,idP674ti6a8yg8z2xFcCgA,1.0,"The staff are so rude,bad products it's destroyed my hair the worst result you will find in this salon, Save your money and go to a professional salon does not steal your own money and give you a very bad service..",2017,AZ,Arizona,39.9871886,-75.4032012,Y,7
_BcWyKQL16ndpBdggh2kNA,idP674ti6a8yg8z2xFcCgA,4.0,"A brand-spanking new Ulta at Ellis Preserve (a Whole foods will soon be there, too.).  Super clean and well organized and only about 6 weeks open.

I was able to pick up some holiday-packaged gift sets (Like Lorac alter-ego lip glosses) for a good value.  Also you can get gift cards.  There is a small skin care spa area and a hair care/hair salon.

This area will be clogged with holiday traffic soon for sure!",2016,AZ,Arizona,39.9871886,-75.4032012,Y,11
bR_aENyXd9CxZPXj8hsarw,idP674ti6a8yg8z2xFcCgA,5.0,"It's such a nice location here and the girls that work there are very helpful, especially Destiny. I was in a crunch to buy gifts for a party and she helped me pick great products in a hurry! I love this location better than Plymouth meeting and king of Prussia. It's clean, ample parking, very helpful associates. They just started carrying NARS as well!",2016,AZ,Arizona,39.9871886,-75.4032012,Y,11
DBXgKTCpqyQ68N1GG0DR1A,idP674ti6a8yg8z2xFcCgA,1.0,"The service there was not good. The employees are nothing but liars. They are uneducated, lazy, not smart at all. The first one doesn't know how to handle the customers money, The second one claims that the number never came through, then later, this lazy employee called the manager in which she doesn't have the key to the cash register. After all that, we had left their store because it got mom agitated.",2017,AZ,Arizona,39.9871886,-75.4032012,Y,9
9SwLvOT4t6uNdcJKpju2sQ,idP674ti6a8yg8z2xFcCgA,1.0,"Great looking store.bad customer service! Went in wanting to revamp my makeup and left with two things. Girls weren't helpful, but that could have been due to the color of my skin. Next stop Sephora",2018,AZ,Arizona,39.9871886,-75.4032012,Y,1
